date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:43	82618/82618	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2021:43:55%20GMT	https://procoinance.com/public/assets/images/logo-mobile.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/logo-mobile.png	(from https://procoinance.com/)
16:27:44	8534/8534	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202023%2008:27:43%20GMT	https://procoinance.com/?a=login	C:/Users/HP/Desktop/procoin/procoinance.com/indexc30b.html	(from https://procoinance.com/)
16:27:45	624812/624812	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/slider/home1/slider-1.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/slider/home1/slider-1.jpg	(from https://procoinance.com/)
16:27:45	67024/67024	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/slider/home1/bg-slider-shape1.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/slider/home1/bg-slider-shape1.png	(from https://procoinance.com/)
16:27:45	13513/13513	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202023%2008:27:45%20GMT	https://procoinance.com/?a=signup	C:/Users/HP/Desktop/procoin/procoinance.com/indexcca3.html	(from https://procoinance.com/)
16:27:46	1990/1990	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/slider/home1/slider-star1.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/slider/home1/slider-star1.png	(from https://procoinance.com/)
16:27:47	669686/669686	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/slider/home1/slider-2.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/slider/home1/slider-2.jpg	(from https://procoinance.com/)
16:27:48	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263a1e484-4d7%22	https://procoinance.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://procoinance.com/)
16:27:49	76518/76518	---MC-	200	added ('OK')	text/javascript	date:Mon,%2002%20Jan%202023%2008:27:48%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/HP/Desktop/procoin/translate.google.com/translate_a/elementa0d8.js	(from https://procoinance.com/)
16:27:49	599983/599983	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/slider/home1/slider-3.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/slider/home1/slider-3.jpg	(from https://procoinance.com/)
16:27:50	45713/45713	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/bg-before-after.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/bg-before-after.jpg	(from https://procoinance.com/)
16:27:51	97212/97212	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/first.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/first.jpg	(from https://procoinance.com/)
16:27:52	86486/86486	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/second.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/second.jpg	(from https://procoinance.com/)
16:27:53	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:27:53%20GMT	https://procoinance.com/video/fx.ogg	C:/Users/HP/Desktop/procoin/procoinance.com/video/fx.ogg	(from https://procoinance.com/)
16:27:55	294377/294377	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2022:14:17%20GMT	https://procoinance.com/public/assets/images/home1/middle.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/middle.png	(from https://procoinance.com/)
16:27:55	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:27:55%20GMT	https://procoinance.com/services/commodity-trade	C:/Users/HP/Desktop/procoin/procoinance.com/services/commodity-trade	(from https://procoinance.com/)
16:27:56	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:27:55%20GMT	https://procoinance.com/public/assets/images/home1/feedback-bg.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/feedback-bg.jpg	(from https://procoinance.com/)
16:27:57	4520/4520	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/client-1.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/client-1.jpg	(from https://procoinance.com/)
16:27:58	4398/4398	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/client-2.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/client-2.jpg	(from https://procoinance.com/)
16:27:59	4891/4891	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/client-3.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/client-3.jpg	(from https://procoinance.com/)
16:28:00	2701/2701	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Feb%202022%2018:47:42%20GMT	https://procoinance.com/public/assets/images/home1/client-4.jpg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/home1/client-4.jpg	(from https://procoinance.com/)
16:28:00	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:00%20GMT	https://procoinance.com/assets/images/home1/map-bg.png	C:/Users/HP/Desktop/procoin/procoinance.com/assets/images/home1/map-bg.png	(from https://procoinance.com/)
16:28:02	14310/14310	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/brands/sinoma.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/brands/sinoma.png	(from https://procoinance.com/)
16:28:03	3879/3879	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/brands/daelim.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/brands/daelim.png	(from https://procoinance.com/)
16:28:04	13463/13463	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/brands/aecom.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/brands/aecom.png	(from https://procoinance.com/)
16:28:05	9255/9255	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/brands/andritz.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/brands/andritz.png	(from https://procoinance.com/)
16:28:07	14248/14248	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/brands/statkraft.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/brands/statkraft.png	(from https://procoinance.com/)
16:28:09	14176/14176	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/images/partners/calik.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/partners/calik.png	(from https://procoinance.com/)
16:28:10	73660/73660	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2021:44:27%20GMT	https://procoinance.com/public/assets/images/logo-white.png	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/images/logo-white.png	(from https://procoinance.com/)
16:28:12	26346/26346	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202023%2008:28:11%20GMT	https://procoinance.com/?a=rules	C:/Users/HP/Desktop/procoin/procoinance.com/indexa972.html	(from https://procoinance.com/)
16:28:12	154196/154196	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/jquery-3.6.0.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/jquery-3.6.0.min.js	(from https://procoinance.com/)
16:28:13	89716/89716	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/bootstrap.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/bootstrap.min.js	(from https://procoinance.com/)
16:28:14	55646/55646	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/slick.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/slick.min.js	(from https://procoinance.com/)
16:28:15	4023/4023	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/easing.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/easing.min.js	(from https://procoinance.com/)
16:28:17	11978/11978	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/wow.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/wow.min.js	(from https://procoinance.com/)
16:28:18	13764/13764	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/before-after.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/before-after.js	(from https://procoinance.com/)
16:28:19	32802/32802	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/jquery.magnific-popup.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/jquery.magnific-popup.min.js	(from https://procoinance.com/)
16:28:20	14547/14547	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/odometer.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/odometer.min.js	(from https://procoinance.com/)
16:28:20	13034548/13034548	---M--	200	added ('OK')	video/mp4	date:Tue,%2017%20May%202022%2022:10:53%20GMT	https://procoinance.com/video/fx.mp4	C:/Users/HP/Desktop/procoin/procoinance.com/video/fx.mp4	(from https://procoinance.com/)
16:28:21	104983/104983	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/isotope.pkgd.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/isotope.pkgd.js	(from https://procoinance.com/)
16:28:22	6628/6628	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/piechart.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/piechart.js	(from https://procoinance.com/)
16:28:22	3483/3483	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/appear.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/appear.js	(from https://procoinance.com/)
16:28:23	201056/201056	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/rbtools.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/rbtools.min.js	(from https://procoinance.com/)
16:28:27	24218/24218	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/main.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/main.js	(from https://procoinance.com/)
16:28:28	590884/590884	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Feb%202022%2018:47:44%20GMT	https://procoinance.com/public/assets/js/vendor/rs6.min.js	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/js/vendor/rs6.min.js	(from https://procoinance.com/)
16:28:29	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:29%20GMT	https://procoinance.com/public/assets/fonts/fa-brands-400.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-brands-400.38.delayed	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:29	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:29%20GMT	https://procoinance.com/public/assets/fonts/fa-brands-400-1.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-brands-400-1.eot	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:31	76764/76764	---M--	200	added ('OK')	font/woff2	date:Sat,%2005%20Feb%202022%2011:50:37%20GMT	https://procoinance.com/public/assets/fonts/fa-brands-400.woff2	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-brands-400.woff2	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:31	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:31%20GMT	https://procoinance.com/public/assets/fonts/fa-brands-400.woff	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-brands-400.woff	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:34	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:33%20GMT	https://procoinance.com/public/assets/fonts/fa-brands-400.ttf	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-brands-400.ttf	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:34	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:34%20GMT	https://procoinance.com/public/assets/fonts/fa-brands-400.svg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-brands-400.svg	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:35	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:35%20GMT	https://procoinance.com/public/assets/fonts/fa-regular-400.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-regular-400.eot	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:36	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:35%20GMT	https://procoinance.com/public/assets/fonts/fa-regular-400-1.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-regular-400-1.eot	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:37	13276/13276	---M--	200	added ('OK')	font/woff2	date:Sat,%2005%20Feb%202022%2011:50:42%20GMT	https://procoinance.com/public/assets/fonts/fa-regular-400.woff2	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-regular-400.woff2	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:38	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:38%20GMT	https://procoinance.com/public/assets/fonts/fa-regular-400.woff	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-regular-400.woff	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:38	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:38%20GMT	https://procoinance.com/public/assets/fonts/fa-regular-400.ttf	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-regular-400.ttf	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:40	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:39%20GMT	https://procoinance.com/public/assets/fonts/fa-regular-400.svg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-regular-400.svg	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:40	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:40%20GMT	https://procoinance.com/public/assets/fonts/fa-solid-900.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-solid-900.eot	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:41	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:41%20GMT	https://procoinance.com/public/assets/fonts/fa-solid-900-1.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-solid-900-1.eot	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:43	78196/78196	---M--	200	added ('OK')	font/woff2	date:Sat,%2005%20Feb%202022%2011:50:48%20GMT	https://procoinance.com/public/assets/fonts/fa-solid-900.woff2	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-solid-900.woff2	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:43	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:43%20GMT	https://procoinance.com/public/assets/fonts/fa-solid-900.woff	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-solid-900.woff	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:44	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:44%20GMT	https://procoinance.com/public/assets/fonts/fa-solid-900.ttf	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-solid-900.ttf	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:45	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:45%20GMT	https://procoinance.com/public/assets/fonts/fa-solid-900.svg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/fa-solid-900.svg	(from https://procoinance.com/public/assets/css/fontawesome.css)
16:28:46	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:45%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v1.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v1.eot	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:46	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:46%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v1-1.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v1-1.eot	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:48	6992/6992	---M--	200	added ('OK')	font/woff2	date:Sat,%2005%20Feb%202022%2011:50:53%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v1.woff2	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v1.woff2	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:48	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:48%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v1.woff	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v1.woff	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:49	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:49%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v1.ttf	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v1.ttf	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:50	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:50%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v1.svg	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v1.svg	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:51	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:50%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v2.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v2.eot	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:51	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2008:28:51%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v2-1.eot	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v2-1.eot	(from https://procoinance.com/public/assets/css/flaticon.css)
16:28:52	5860/5860	---M--	200	added ('OK')	font/woff2	date:Sat,%2005%20Feb%202022%2011:51:02%20GMT	https://procoinance.com/public/assets/fonts/flaticon-v2.woff2	C:/Users/HP/Desktop/procoin/procoinance.com/public/assets/fonts/flaticon-v2.woff2	(from https://procoinance.com/public/assets/css/flaticon.css)
